file	bucket	rationale	imports
cli/cmd/ao/canonical_identity.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	fmt,os,path/...,regexp,strings,time
cli/cmd/ao/canonical_identity_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	path/...,testing
cli/cmd/ao/capabilities.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,github.com/...,runtime,sort
cli/cmd/ao/capabilities_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,strings,testing
cli/cmd/ao/ci.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	context,encoding/...,fmt,github.com/...,internal/ports,io,os
cli/cmd/ao/ci_status_adapter.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	bytes,context,encoding/...,errors,fmt,internal/ports,os/...
cli/cmd/ao/ci_status_adapter_test.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	context,errors,internal/ports,strings,testing
cli/cmd/ao/ci_test.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	bytes,context,errors,internal/ports,strings,testing
cli/cmd/ao/citation_cmd.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,errors,fmt,github.com/...,internal/ports,io,os
cli/cmd/ao/citation_cmd_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,errors,internal/ports,strings,testing
cli/cmd/ao/citation_namespace.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/types,os,strings
cli/cmd/ao/citation_port_adapter.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,fmt,internal/ports,strings
cli/cmd/ao/citation_port_adapter_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,errors,internal/ports,os,path/...,strings,testing
cli/cmd/ao/claim_cmd.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,errors,fmt,github.com/...,internal/ports,io,os,path/...,strings
cli/cmd/ao/claim_cmd_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,errors,internal/ports,strings,testing
cli/cmd/ao/claim_evidence_adapter.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,errors,internal/ports
cli/cmd/ao/claim_evidence_adapter_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,errors,internal/ports,testing
cli/cmd/ao/claim_evidence_binder_adapter.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,context,encoding/...,errors,fmt,internal/ports,os,sync
cli/cmd/ao/claim_evidence_binder_adapter_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,errors,internal/ports,path/...,strings,testing
cli/cmd/ao/cobra_commands_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	bytes,encoding/...,fmt,github.com/...,io,os,path/...,strings,testing,time
cli/cmd/ao/cobra_conformance_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	fmt,github.com/...,os,path/...,regexp,sort,strings,testing
cli/cmd/ao/codex.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	encoding/...,fmt,github.com/...,internal/bridge,internal/pool,internal/ratchet,internal/storage,internal/types,os,path/...,slices,strings,time
cli/cmd/ao/codex_integration_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	encoding/...,os,path/...,strings,testing
cli/cmd/ao/codex_runtime.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	bufio,encoding/...,fmt,internal/bridge,os,path/...,regexp,slices,strings,time
cli/cmd/ao/codex_runtime_test.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	os,path/...,strings,testing,time
cli/cmd/ao/codex_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	encoding/...,os,path/...,strings,testing,time
cli/cmd/ao/compile.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,embedded,encoding/...,fmt,github.com/...,internal/config,internal/lifecycle,internal/mine,io,io/...,os,os/...,path/...,strings,time
cli/cmd/ao/compile_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,fmt,github.com/...,io,os,path/...,strings,testing
cli/cmd/ao/compile_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,encoding/...,github.com/...,io,os,path/...,reflect,strings,testing
cli/cmd/ao/completion.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...
cli/cmd/ao/completion_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	strings,testing
cli/cmd/ao/completion_values.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/lifecycle,sort
cli/cmd/ao/completion_values_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/lifecycle,internal/types,reflect,sort,testing
cli/cmd/ao/config.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/config,os,path/...,strings
cli/cmd/ao/config_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,github.com/...,internal/config,strings,testing
cli/cmd/ao/constraint.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/formatter,internal/search,os,time
cli/cmd/ao/constraint_cmd_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing,time
cli/cmd/ao/constraint_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing
cli/cmd/ao/constraint_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing,time
cli/cmd/ao/context.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	cmp,context,encoding/...,errors,fmt,github.com/...,internal/context,os,os/...,path/...,slices,sort,strings,time
cli/cmd/ao/context_assemble.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,cmp,encoding/...,fmt,github.com/...,internal/context,internal/goals,internal/llm,os,path/...,regexp,slices,strings,time
cli/cmd/ao/context_assemble_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,github.com/...,os,path/...,strings,testing
cli/cmd/ao/context_explain.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/context,os,path/...,strings
cli/cmd/ao/context_explain_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,os,path/...,strings,testing
cli/cmd/ao/context_helpers_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/context,os,path/...,strings,testing,time
cli/cmd/ao/context_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,os,path/...,strings,testing
cli/cmd/ao/context_packet.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/context,os,strings
cli/cmd/ao/context_packet_status.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,os,path/...,strings
cli/cmd/ao/context_packet_status_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,github.com/...,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/context_packet_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing
cli/cmd/ao/context_ranked_intel.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,internal/context,path/...,strings
cli/cmd/ao/context_ranked_intel_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	testing
cli/cmd/ao/context_relevance.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	cmp,math,path/...,slices,strings,time
cli/cmd/ao/context_relevance_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/types,testing,time
cli/cmd/ao/context_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,github.com/...,internal/context,io,os,os/...,path/...,strings,testing,time
cli/cmd/ao/context_trust_policy.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/context
cli/cmd/ao/contradict.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,io,os,path/...,strings,unicode
cli/cmd/ao/contradict_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,os,path/...,strings,testing
cli/cmd/ao/convergence_check_adapter.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	context,internal/ports
cli/cmd/ao/convergence_check_adapter_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	context,errors,internal/ports,reflect,testing
cli/cmd/ao/corpus.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/corpus,os
cli/cmd/ao/corpus_capture.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,errors,fmt,github.com/...,internal/adapters,internal/ports,io,os,path/...,strings
cli/cmd/ao/corpus_capture_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,errors,internal/ports,os,path/...,strings,testing
cli/cmd/ao/corpus_inject.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,fmt,github.com/...,internal/adapters,internal/ports,io,os,path/...
cli/cmd/ao/corpus_inject_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,errors,internal/ports,os,path/...,strings,testing
cli/cmd/ao/corpus_snapshot.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	archive/...,compress/...,crypto/...,encoding/...,fmt,github.com/...,io,os,path/...,sort,strings,time
cli/cmd/ao/corpus_snapshot_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	archive/...,compress/...,encoding/...,io,os,path/...,strings,testing,time
cli/cmd/ao/cron.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	github.com/...
cli/cmd/ao/cron_self_adjust.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	bufio,encoding/...,errors,fmt,github.com/...,internal/evolve,io,os,path/...,strings,time
cli/cmd/ao/cron_self_adjust_test.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	encoding/...,internal/evolve,os,path/...,strings,testing,time
cli/cmd/ao/curate.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/goals,internal/lifecycle,io,os,os/...,path/...,strings,time
cli/cmd/ao/curate_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,path/...,strings,testing,time
cli/cmd/ao/curate_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing,time
cli/cmd/ao/dedup.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,encoding/...,fmt,github.com/...,internal/lifecycle,io,os,strconv,strings,time
cli/cmd/ao/dedup_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing
cli/cmd/ao/defrag.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	crypto/...,encoding/...,fmt,github.com/...,internal/lifecycle,io,os,path/...,time
cli/cmd/ao/defrag_autosnapshot_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,strings,testing
cli/cmd/ao/defrag_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,io,os,path/...,strings,testing,time
cli/cmd/ao/demo.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	fmt,github.com/...,os,path/...,time
cli/cmd/ao/demo_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	bytes,io,os,strings,testing
cli/cmd/ao/doctor.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/doctor,internal/quality,internal/storage,io,os,os/...,path/...,time
cli/cmd/ao/doctor_helpers_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	testing
cli/cmd/ao/doctor_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/doctor,strings,testing
cli/cmd/ao/doctor_surface.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/doctor,os,time
cli/cmd/ao/doctor_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,fmt,internal/doctor,os,os/...,path/...,strings,testing,time
cli/cmd/ao/dump_registered_commands_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	fmt,os,sort,testing
cli/cmd/ao/error_snapshot_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	bytes,encoding/...,github.com/...,os,path/...,runtime,strings,testing
cli/cmd/ao/eval.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/eval,os,path/...,strings
cli/cmd/ao/eval_cleanup.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/evalsubstrate,os,path/...,time
cli/cmd/ao/eval_cleanup_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,github.com/...,internal/evalsubstrate,os,path/...,testing,time
cli/cmd/ao/eval_outcomes.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/evalsubstrate,os
cli/cmd/ao/eval_outcomes_burn_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/evalsubstrate,testing
cli/cmd/ao/eval_outcomes_burn_wire_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,github.com/...,internal/evalsubstrate,os,path/...,testing
cli/cmd/ao/eval_outcomes_codex.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/evalsubstrate
cli/cmd/ao/eval_outcomes_codex_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/evalsubstrate,testing
cli/cmd/ao/eval_outcomes_gate2_warn_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,github.com/...,os,path/...,strings,testing
cli/cmd/ao/eval_outcomes_hash_parity_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,os,path/...,testing
cli/cmd/ao/eval_outcomes_ingest.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,errors,fmt,github.com/...,internal/evalsubstrate,os,time
cli/cmd/ao/eval_outcomes_ingest_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	testing
cli/cmd/ao/eval_outcomes_manifest.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,internal/eval,os,path/...,regexp,strings,time
cli/cmd/ao/eval_outcomes_manifest_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/eval,os,path/...,testing,time
cli/cmd/ao/eval_outcomes_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/evalsubstrate,strings,testing
cli/cmd/ao/eval_suite.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/evalsubstrate,os,os/...,path/...,strings
cli/cmd/ao/eval_task.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,gopkg.in/...,internal/evalsubstrate,os,path/...,sort,strings
cli/cmd/ao/eval_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,fmt,github.com/...,internal/eval,internal/evalsubstrate,os,path/...,strings,testing,time
cli/cmd/ao/event_bus_adapter.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	context,errors,fmt,internal/ports,strconv,sync,sync/...
cli/cmd/ao/event_bus_adapter_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	context,errors,internal/ports,sync,sync/...,testing,time
cli/cmd/ao/exit_codes.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	-
cli/cmd/ao/exit_codes_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	testing
cli/cmd/ao/extract.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,encoding/...,fmt,github.com/...,internal/storage,os,path/...,strings,time
cli/cmd/ao/extract_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/storage,os,path/...,strings,testing,time
cli/cmd/ao/feedback.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/lifecycle,internal/ratchet,internal/resolver,internal/types,os,path/...,time
cli/cmd/ao/feedback_helpers_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	testing
cli/cmd/ao/feedback_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	path/...,strings,testing
cli/cmd/ao/feedback_loop.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/lifecycle,internal/ratchet,internal/types,os,path/...,strconv,strings,time
cli/cmd/ao/feedback_loop_drain_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/ratchet,internal/types,os,path/...,testing,time
cli/cmd/ao/feedback_loop_helpers_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/types,os,path/...,testing,time
cli/cmd/ao/feedback_loop_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/ratchet,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/feedback_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,internal/types,os,path/...,strings,testing
